ds,yhat,yhat_lower,yhat_upper,y,category
2024-12-01,13761255.734815396,12159423.453072116,15272253.434996095,,Smartphone
2025-01-01,14203422.491324907,12659461.37001791,15720013.679408861,,Smartphone
2025-02-01,12558054.660919545,11008090.319026193,14064424.39499572,,Smartphone
2025-03-01,13733615.606200181,12179536.03263639,15326741.014888657,,Smartphone
2025-04-01,13078491.403116645,11581419.858428786,14556790.344509175,,Smartphone
2025-05-01,13149563.041615147,11566210.05242128,14779836.596691687,,Smartphone
2025-06-01,13088613.23060236,11484567.319334092,14688347.350961756,,Smartphone
2025-07-01,13170041.909913987,11692309.603932962,14657488.345970776,,Smartphone
2025-08-01,13257818.753430394,11652024.658357615,14795249.134764357,,Smartphone
2025-09-01,12740217.133119224,11157461.067833846,14280870.154648045,,Smartphone
2025-10-01,13160934.993498176,11602471.187066779,14745158.25365957,,Smartphone
2025-11-01,10957604.180147061,9455579.005944256,12461154.014462264,,Smartphone
