ds,yhat,yhat_lower,yhat_upper,y,category
2024-07-01,15934541.227496184,14138841.554109242,17697986.349108264,17109536.0,Tablet
2024-08-01,15924584.168410147,14238868.79039304,17539839.95579584,15977128.0,Tablet
2024-09-01,15767487.770020705,14140357.999959107,17385711.772933353,15888618.0,Tablet
2024-10-01,16267020.629336368,14654602.798385348,17992315.908489827,17287452.0,Tablet
2024-11-01,12559653.239372225,10835940.208420333,14197821.987788256,7081079.0,Tablet
2024-12-01,15522511.094983645,13825465.292229757,17125468.891537182,,Tablet
2025-01-01,16532344.411786295,14788170.400506804,18134989.515258297,,Tablet
2025-02-01,13795356.872738613,12251782.876834065,15474750.84822516,,Tablet
2025-03-01,15507803.552872363,13852249.545884319,17211557.416330375,,Tablet
2025-04-01,14947610.208008053,13256601.987039829,16503765.284984946,,Tablet
2025-05-01,15080517.82977362,13384850.03752917,16778526.848431244,,Tablet
2025-06-01,14506439.825494392,12842657.078375174,16266950.381215889,,Tablet
2025-07-01,14954846.611451073,13271220.13849457,16578127.346044136,,Tablet
2025-08-01,14972511.379305542,13255749.568688437,16676645.621053882,,Tablet
2025-09-01,14412316.425495312,12571808.963978216,16142447.822790924,,Tablet
2025-10-01,14844448.268924799,13148884.297378544,16599431.801058602,,Tablet
2025-11-01,12662363.364632772,11012289.41023192,14327939.916780965,,Tablet
