ds,yhat,yhat_lower,yhat_upper,y,category
2022-05-01,1794956.3994138439,1620614.312110518,1959095.495087817,1798866.0,Smart Speaker
2022-06-01,1698685.206426606,1532972.2185277906,1866156.5303484565,1534532.0,Smart Speaker
2022-07-01,1739777.65119067,1549246.746618965,1918497.360857183,1802446.0,Smart Speaker
2022-08-01,1633916.5455848018,1469400.5526700858,1807685.3766793467,1619134.0,Smart Speaker
2022-09-01,1580871.908997977,1407632.3928223394,1747347.8256655298,1704506.0,Smart Speaker
2022-10-01,1661976.0767352537,1499595.5018818625,1844631.0174205971,1655274.0,Smart Speaker
2022-11-01,1638849.8809707037,1464403.932339082,1805507.2220527958,1784568.0,Smart Speaker
2022-12-01,1650270.4085497372,1488068.241436339,1821596.72168338,1703876.0,Smart Speaker
2023-01-01,1695594.0983201119,1513607.6445545459,1861155.8916181526,1570316.0,Smart Speaker
2023-02-01,1689431.166816484,1520201.301358755,1862963.2058930718,1679326.0,Smart Speaker
2023-03-01,1633060.9187372166,1460624.5980429405,1812967.2755907702,1595410.0,Smart Speaker
2023-04-01,1725620.9852788113,1546898.4755608896,1899528.3685024304,1676526.0,Smart Speaker
2023-05-01,1860745.0980601178,1687069.7817516671,2034454.7578168462,1854302.0,Smart Speaker
2023-06-01,1714077.9517092041,1545268.1495851772,1893135.7365646947,1740794.0,Smart Speaker
2023-07-01,1745814.990445878,1560507.8048232144,1912254.4575993593,1749010.0,Smart Speaker
2023-08-01,1541760.3607347466,1373825.9741272538,1716836.4117105228,1561428.0,Smart Speaker
2023-09-01,1506815.4171300556,1331045.786450137,1668930.264273869,1514816.0,Smart Speaker
2023-10-01,1622537.1197815223,1446802.895977171,1788869.0886588215,1723484.0,Smart Speaker
2023-11-01,1753750.2930726754,1584116.426736123,1938953.0755383004,1688624.0,Smart Speaker
2023-12-01,1490528.151598596,1328889.60154022,1668592.5483408403,1566414.0,Smart Speaker
2024-01-01,1604714.4073792503,1440396.3943823047,1778373.0643901122,1690586.0,Smart Speaker
2024-02-01,1686828.8103187708,1518950.0953049879,1860690.710928557,1707914.0,Smart Speaker
2024-03-01,1711108.7123913264,1541818.1630660275,1894585.6127950836,1680474.0,Smart Speaker
2024-04-01,1758491.2595057164,1577885.8283191402,1943632.4039239807,1703128.0,Smart Speaker
2024-05-01,1580539.1761198083,1415800.2460265537,1758685.571598961,1636084.0,Smart Speaker
2024-06-01,1552599.8975294658,1385530.1630847305,1730955.36661969,1575628.0,Smart Speaker
2024-07-01,1578565.8057835496,1402089.6941344691,1755226.3947637624,1680988.0,Smart Speaker
2024-08-01,1641865.1054502332,1474558.2836399172,1815981.5913955863,1633756.0,Smart Speaker
2024-09-01,1541525.4080511173,1378324.5941594539,1715553.7682565155,1677442.0,Smart Speaker
2024-10-01,1516106.5665490075,1337401.0044316065,1694765.3298377963,1491554.0,Smart Speaker
2024-11-01,1179570.9988573082,1011052.9878500397,1356087.9284424568,689388.0,Smart Speaker
2024-12-01,1679754.68384163,1502831.8001989054,1859912.4944631786,,Smart Speaker
2025-01-01,1581089.3397520138,1407129.2967917363,1762176.4009531757,,Smart Speaker
2025-02-01,1388995.6578773404,1231762.2062605876,1575534.184073868,,Smart Speaker
2025-03-01,1547408.2906230302,1370116.6000597181,1712050.1487377381,,Smart Speaker
2025-04-01,1599446.385065565,1417972.2871489327,1774583.812239492,,Smart Speaker
2025-05-01,1526643.8163756845,1348273.6137699734,1708313.3564294002,,Smart Speaker
2025-06-01,1464964.8222871504,1296186.1042025797,1641937.3253044814,,Smart Speaker
2025-07-01,1488626.003226571,1302451.906652807,1669245.0008984208,,Smart Speaker
2025-08-01,1465149.9753012592,1303766.663639729,1651861.6784374367,,Smart Speaker
2025-09-01,1388270.4787262655,1214929.3340327942,1568899.1374669666,,Smart Speaker
2025-10-01,1403886.8102813838,1230457.8289700486,1569165.6900209093,,Smart Speaker
2025-11-01,1235973.3777704893,1048070.7371645622,1403740.3018246682,,Smart Speaker
