ds,yhat,yhat_lower,yhat_upper,y,category
2024-05-01,6241438.957111856,5500589.335571633,7017420.853250643,6314473.0,Subscription Service
2024-06-01,5992646.249579242,5203388.022797783,6729293.814798217,6122472.0,Subscription Service
2024-07-01,6302924.397405404,5619186.547988576,7096382.273569147,6449362.0,Subscription Service
2024-08-01,6509204.13604068,5796900.207314546,7220576.376401099,6568482.0,Subscription Service
2024-09-01,6131276.252932587,5369612.27972823,6845384.371972374,6212771.0,Subscription Service
2024-10-01,6447249.966850177,5724054.957160831,7237950.285317668,6850249.0,Subscription Service
2024-11-01,4717858.988567285,3986554.210717051,5469531.2671196675,2285549.0,Subscription Service
2024-12-01,6095625.309834818,5360711.818514062,6828570.705347403,,Subscription Service
2025-01-01,6373875.415495065,5662877.697801182,7087750.79322733,,Subscription Service
2025-02-01,6023849.494528449,5254437.155219095,6769297.09884652,,Subscription Service
2025-03-01,6143292.046404981,5395915.723813519,6870416.282481626,,Subscription Service
2025-04-01,5876453.599401831,5151307.769295796,6553315.556028696,,Subscription Service
2025-05-01,6111148.86688644,5400286.836725479,6874004.803577076,,Subscription Service
2025-06-01,5861824.125904423,5147404.533342885,6563224.774397173,,Subscription Service
2025-07-01,6045712.921450365,5323920.782731863,6800224.156575873,,Subscription Service
2025-08-01,6156038.191090062,5416865.601218075,6898911.112381882,,Subscription Service
2025-09-01,5836804.103514473,5135494.134088368,6499579.867398697,,Subscription Service
2025-10-01,5917421.303168848,5201679.997134116,6640710.747700598,,Subscription Service
2025-11-01,5029785.1671297075,4260471.803729349,5763017.455474748,,Subscription Service
