ds,yhat,yhat_lower,yhat_upper,y,category
2022-10-01,13355852.83773135,11905820.516919065,14835087.446507039,13292034.0,Laptop
2022-11-01,12516858.382616386,11088878.208655933,14033097.032614646,13146675.0,Laptop
2022-12-01,12834799.77287757,11388071.679533586,14273038.064901693,12702765.0,Laptop
2023-01-01,13197589.390810994,11766443.18959558,14531488.495807603,13029194.0,Laptop
2023-02-01,12120479.833387954,10686943.329545418,13504601.906345407,12063580.0,Laptop
2023-03-01,12714059.440199185,11203208.354421983,14059688.654418334,13085173.0,Laptop
2023-04-01,13017072.056490345,11617144.506608944,14423366.983915012,12924716.0,Laptop
2023-05-01,13763606.571112204,12342304.60489337,14915624.195103133,13599036.0,Laptop
2023-06-01,13435668.407704465,12135132.230761249,14836544.686341899,13477827.0,Laptop
2023-07-01,13241829.862083463,11805723.718344048,14609495.520233298,13333112.0,Laptop
2023-08-01,13098550.393739564,11729662.766480267,14549007.782056484,13337529.0,Laptop
2023-09-01,12456267.123681817,11082868.251223307,13894031.943910189,12972837.0,Laptop
2023-10-01,12971345.050623205,11533843.259506354,14337033.601596644,13182766.0,Laptop
2023-11-01,13429061.709131246,12172037.197032811,14738124.787146613,12905900.0,Laptop
2023-12-01,12383262.261320565,11030379.1585059,13783332.12603482,12896789.0,Laptop
2024-01-01,12847257.324808316,11442574.106525667,14253112.852587989,13128940.0,Laptop
2024-02-01,12127629.5873093,10828229.469312223,13509284.127686203,12982231.0,Laptop
2024-03-01,13545049.556350838,12116655.848989712,14985932.707366979,14254879.0,Laptop
2024-04-01,12601968.391751207,11149300.505316287,13970869.03665111,12654929.0,Laptop
2024-05-01,12628971.097075993,11148291.544032212,14149179.155145595,12558859.0,Laptop
2024-06-01,12189034.61332528,10923656.16210705,13584329.151642352,12290847.0,Laptop
2024-07-01,12855312.515112046,11559814.858428704,14172692.608188557,13436523.0,Laptop
2024-08-01,12927180.719678953,11600576.488729507,14187786.678525882,13415191.0,Laptop
2024-09-01,12163820.754844679,10743962.633752761,13489621.436413847,12753439.0,Laptop
2024-10-01,13164611.514102483,11835037.451157566,14514055.849955847,13600239.0,Laptop
2024-11-01,9860045.614571214,8422051.406286009,11355441.113819938,4994358.0,Laptop
2024-12-01,12451117.397725292,11128486.196124587,13814526.136262912,,Laptop
2025-01-01,12424208.209260583,10964192.983825989,13824536.268090669,,Laptop
2025-02-01,10595241.763300205,9176032.88793081,12029573.832473908,,Laptop
2025-03-01,12240537.434892198,10801053.47735842,13673063.622079758,,Laptop
2025-04-01,11710980.190697454,10341714.554171382,13099604.591940075,,Laptop
2025-05-01,11928816.21964663,10492792.43791521,13242835.245523093,,Laptop
2025-06-01,11537685.601455964,10134634.313513044,12919296.289801998,,Laptop
2025-07-01,11868223.714955844,10534553.487639487,13156899.192329353,,Laptop
2025-08-01,11837845.642620932,10512900.143582884,13232268.288122281,,Laptop
2025-09-01,11146523.628012098,9637819.260413846,12577355.46800169,,Laptop
2025-10-01,11876003.970578834,10484956.221942142,13194120.356904725,,Laptop
2025-11-01,9949348.942599246,8529753.490555853,11307697.729112409,,Laptop
