ds,yhat,yhat_lower,yhat_upper,y,category
2022-02-01,12604405.62325677,11332158.31465295,13876007.373749185,12731590.0,Audio
2022-03-01,13775122.764381556,12409645.221215732,15054615.778635046,13870610.0,Audio
2022-04-01,13511917.906355131,12127122.845939253,14811626.169136656,13685693.0,Audio
2022-05-01,13984570.769072363,12783705.77940796,15271788.3094011,14106139.0,Audio
2022-06-01,13440201.965176085,12137663.349237544,14707349.523470882,13556258.0,Audio
2022-07-01,14215182.314161796,12972383.011804562,15453725.462816812,13778967.0,Audio
2022-08-01,13730363.471606994,12434759.870181983,14976060.05269684,13969275.0,Audio
2022-09-01,13261512.711644283,11998554.446069578,14655190.04627584,13341104.0,Audio
2022-10-01,13830055.575403541,12590247.234873539,15101154.14596721,14025434.0,Audio
2022-11-01,13009620.482348047,11621087.092211848,14318900.945763562,13732035.0,Audio
2022-12-01,13530283.18780951,12276547.378653485,14820552.380513497,13723272.0,Audio
2023-01-01,13873501.74118893,12561071.562834952,15147295.82812088,13660582.0,Audio
2023-02-01,12636633.043214153,11307818.288690444,13913152.968212405,12006129.0,Audio
2023-03-01,13546574.319285756,12243440.020765956,14856925.963301854,13548759.0,Audio
2023-04-01,13539648.975635298,12260439.371823624,14836079.845425818,13327214.0,Audio
2023-05-01,13900571.139533246,12585020.672066845,15229658.877062721,13528243.0,Audio
2023-06-01,13642220.176924802,12320759.426776258,14838709.986788714,13309742.0,Audio
2023-07-01,14247585.165665528,13022611.467138948,15493126.307766968,14291942.0,Audio
2023-08-01,13658915.873907315,12323460.261139175,14941244.652364086,13631130.0,Audio
2023-09-01,12879440.598212108,11593326.41200758,14242331.153167466,13215976.0,Audio
2023-10-01,13366525.689786803,12029875.174882349,14590286.22813063,13650124.0,Audio
2023-11-01,14137546.162369413,12863039.368245471,15510123.800301021,13832926.0,Audio
2023-12-01,12864094.033285627,11536451.854028689,14033166.36988433,13453938.0,Audio
2024-01-01,13730113.224766966,12388972.06708653,14988356.97394841,13853381.0,Audio
2024-02-01,12485854.791094933,11170729.863094734,13673542.860563029,12916789.0,Audio
2024-03-01,13828302.295337388,12491335.830806505,15165251.599315928,13840479.0,Audio
2024-04-01,13014892.332764791,11769113.652839657,14395208.970530458,13677061.0,Audio
2024-05-01,13623524.760686364,12379090.292790953,14994053.413305337,14279080.0,Audio
2024-06-01,12476824.732626291,11188932.301355258,13739383.344939731,12836527.0,Audio
2024-07-01,13458218.2494528,12097671.711565921,14718945.579373015,13669028.0,Audio
2024-08-01,13124683.19729529,11844320.645803014,14443279.811299963,13708608.0,Audio
2024-09-01,13223713.653449697,11923962.697655387,14545740.431302445,13888696.0,Audio
2024-10-01,13907909.324583534,12677837.186894178,15232788.802049834,14007458.0,Audio
2024-11-01,10026348.350399833,8803164.803394575,11324925.247306881,5431082.0,Audio
2024-12-01,13667376.623617895,12366733.333636122,14941387.489973772,,Audio
2025-01-01,12855880.791236622,11480831.42183648,14123384.35177859,,Audio
2025-02-01,11564931.902134629,10242101.26383348,12930874.20194685,,Audio
2025-03-01,12825119.076007318,11598838.907492414,14104973.2263742,,Audio
2025-04-01,12286404.071140694,11045279.061569635,13496672.387116669,,Audio
2025-05-01,12754196.260292407,11512297.928385364,14044931.780795004,,Audio
2025-06-01,11935038.938773407,10598034.816809086,13205006.330569511,,Audio
2025-07-01,12715127.121799013,11401313.238746474,14024471.65581695,,Audio
2025-08-01,12306626.893368836,10906879.401879659,13660162.788502378,,Audio
2025-09-01,12107282.884266628,10834039.432995984,13424326.829937112,,Audio
2025-10-01,12637619.327122979,11332106.516498325,13848122.913566666,,Audio
2025-11-01,10428266.901429716,9134092.225596411,11642961.929548552,,Audio
