ds,yhat,yhat_lower,yhat_upper,y,category
2023-03-01,16554455.518810825,14949551.716363486,18075417.754404556,16537183.0,Accessories
2023-04-01,16077278.638529459,14510076.006437514,17659578.785977382,15891651.0,Accessories
2023-05-01,16764329.380574996,15223794.769617047,18342829.91004924,16394596.0,Accessories
2023-06-01,15784092.014908325,14207428.113923213,17321566.428413004,15522636.0,Accessories
2023-07-01,16230568.457450354,14609592.560978485,17847242.041058157,15782727.0,Accessories
2023-08-01,16431517.036553357,14888229.60041693,17966151.024922896,16085254.0,Accessories
2023-09-01,15346681.936855964,13677582.752711171,16829642.89157822,15645753.0,Accessories
2023-10-01,15261671.965207743,13668297.821731204,16729252.785345899,16031901.0,Accessories
2023-11-01,16180994.191496028,14696541.191883171,17684928.05206109,15787345.0,Accessories
2023-12-01,15696733.793662103,14136382.729746254,17237204.528267488,16500295.0,Accessories
2024-01-01,15764875.358686864,14211908.55792793,17291323.738390714,16257479.0,Accessories
2024-02-01,14552283.43103717,12997474.911732389,16138829.983876714,15268374.0,Accessories
2024-03-01,16378120.574390786,14729802.433344439,17950084.93313854,16440474.0,Accessories
2024-04-01,15273756.057577278,13635804.212073112,16896706.710040804,15625914.0,Accessories
2024-05-01,15753493.418742435,14222871.765331887,17281237.654028457,16748685.0,Accessories
2024-06-01,15123011.096150389,13598695.16079135,16667455.241209295,15700038.0,Accessories
2024-07-01,15406316.512717105,13751972.688316964,17055443.52298156,15554805.0,Accessories
2024-08-01,15584330.644876137,14009728.50804832,17081255.56859137,16056710.0,Accessories
2024-09-01,15306268.547021339,13696100.15477306,16948920.209829025,15881738.0,Accessories
2024-10-01,15480298.123110607,13891440.132574832,17098612.423957594,15930421.0,Accessories
2024-11-01,11722972.7930415,10204405.326153029,13296566.358646711,6119897.0,Accessories
2024-12-01,15296842.5297996,13699987.428210253,16886664.379025973,,Accessories
2025-01-01,15523186.311137358,13941951.27881238,17115854.306442138,,Accessories
2025-02-01,13597054.60542653,11974293.464149645,15139889.381386703,,Accessories
2025-03-01,15099380.953372689,13574982.68258711,16633495.364876468,,Accessories
2025-04-01,14234518.030242864,12692877.72899794,15832041.251202859,,Accessories
2025-05-01,14702340.3193437,13129031.638499925,16280334.898160502,,Accessories
2025-06-01,13984603.448539564,12380109.733192133,15650606.241302278,,Accessories
2025-07-01,14252910.10706387,12593746.73938122,15803811.595692476,,Accessories
2025-08-01,14383499.273133138,12905356.993797826,15966437.043283174,,Accessories
2025-09-01,13854643.26891975,12316010.973762346,15309833.72288859,,Accessories
2025-10-01,13881979.301293002,12267976.506193087,15515122.594263861,,Accessories
2025-11-01,11810614.873071656,10313881.006004505,13454494.482285712,,Accessories
